candidate	alpha	threshold	payload_count	mean_active_fraction	mean_safe_active_fraction	mean_unsafe_active_fraction	mean_transition_gap	min_transition_gap	mean_delta_cosine_gap	min_delta_cosine_gap	mean_recall_gap	min_recall_gap
pooled_environment_centered_ridge	0.75	0.5015307516565624	40	0.5	0.2722222222222222	0.22777777777777777	0.0018596896307381248	-0.004277679582074885	0.012725489836380138	-0.04890785393693475	-0.008333333333333328	-0.11111111111111116
pooled_environment_centered_ridge	0.75	0.5345614798080942	40	0.35	0.20277777777777778	0.14722222222222223	0.0017081031171052887	-0.0022571675929742158	0.01430737473175137	-0.04241020710287058	2.7755575615628915e-18	-0.11111111111111116
pooled_environment_centered_ridge	0.75	0.5602999173158952	40	0.25	0.13611111111111113	0.11388888888888889	0.0010953125075243769	-0.0027336174539361255	0.011121160731018745	-0.04241020710287058	-0.005555555555555552	-0.11111111111111116
pooled_environment_centered_ridge	0.75	0.5845684543882718	40	0.15	0.09166666666666667	0.05833333333333333	0.0006945683677333591	-0.0014217761543555314	0.008204315661308753	-0.04241020710287058	0.002777777777777779	-0.11111111111111116
pooled_environment_centered_ridge	0.75	0.6226244617692275	40	0.1	0.05833333333333333	0.041666666666666664	0.000472822734104372	-0.001695633761283507	0.005240751955299378	-0.04241020710287058	0.0	0.0
pooled_environment_centered_ridge	1.0	0.4148470860576566	40	0.75	0.37222222222222223	0.37777777777777777	0.0006466745183452548	-0.016370691968236144	0.0005854756430293484	-0.10839917570237273	-0.02777777777777778	-0.2222222222222222
pooled_environment_centered_ridge	1.0	0.4374921818503488	40	0.65	0.32222222222222224	0.3277777777777778	0.0004635968371564223	-0.016370691968236144	0.002216446050266331	-0.09444637991429855	-0.030555555555555558	-0.2222222222222222
pooled_environment_centered_ridge	1.0	0.46556097952850184	40	0.5	0.2555555555555556	0.2444444444444444	0.0008433865216205723	-0.006985244236748969	0.006018333104202862	-0.07750929516866073	-0.01666666666666667	-0.2222222222222222
pooled_environment_centered_ridge	1.0	0.4988930431720564	40	0.35	0.18055555555555555	0.16944444444444443	0.0011660459748378928	-0.006704282263760533	0.003390590030126958	-0.060995972992269776	-0.016666666666666666	-0.11111111111111116
pooled_environment_centered_ridge	1.0	0.528588816831038	40	0.25	0.13055555555555556	0.11944444444444444	0.001059117392341511	-0.006704282263760533	0.00023842666325558787	-0.0660782519432217	-0.01388888888888889	-0.11111111111111116
