label	row_cosine_mean	row_cosine_min	residual_mean_norm	residual_cell_line_eta_squared	residual_cell_line_centroid_accuracy	residual_same_cell_pairwise_cosine_gap
current_seed	0.9487307650427724	0.8406335298875085	0.30054869786935057	0.5674014843858441	0.9305555555555556	0.23375950478180163
