seed	oracle_cone_mix	oracle_safe	oracle_nonzero	oracle_effective_scale	oracle_rowwise_active_fraction	oracle_transition_improvement	floor_transition_improvement	oracle_delta_cosine	floor_delta_cosine	oracle_recall_at_1	floor_recall_at_1	oracle_gap_transition	oracle_gap_delta_cosine	oracle_gap_recall	oracle_delta_rank	oracle_magnitude_ratio	oracle_broken_count	identity_violation	leakage_flag	floor_init_error
31	0.0	True	True	0.014814814814814815	0.2962962962962963	0.4266459918048683	0.42616733832451875	0.8797730618195853	0.8786084051498189	0.6666666666666666	0.6666666666666666	0.0004786534803495335	0.0011646566697663951	0.0	7.099709091012938	0.9678916439848492	0.0	0.0	0.0	6.506400334060913e-07
32	0.0	True	True	0.018518518518518517	0.37037037037037035	0.2570171610524837	0.2566772606430877	0.8193136969644819	0.8180165151670288	0.7037037037037037	0.7037037037037037	0.00033990040939596566	0.0012971817974530842	0.0	5.982994963881995	0.9904312035640468	0.0	0.0	0.0	1.0731888888670937e-06
33	0.25	True	True	0.022222222222222223	0.4444444444444444	0.7171038638413658	0.7169548032475339	0.963000176307579	0.9627429561530982	1.0	1.0	0.00014906059383190673	0.00025722015448070845	0.0	6.469541455225977	0.9949474203169837	0.0	0.0	0.0	9.659903428271832e-07
