cone_mix	scale	threshold	safe	active_fraction	unsafe_count_at_full_scale	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	broken_count	near_tie_erosions	near_tie_flips
0.5	0.0	1000000000.0	True	0.0	0	0.36081924528344056	0.9458177893591072	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
0.5	0.005	-1000000000.000001	True	0.0	0	0.36081924528344056	0.9458177893591072	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
0.5	0.005	-1000000000.0	True	1.0	0	0.36090545833470267	0.9460192063083137	0.4722222222222222	8.621305126210732e-05	0.000201416949206501	0.0	0.0	0.0	0.0
0.5	0.005	-999999999.999999	True	1.0	0	0.36090545833470267	0.9460192063083137	0.4722222222222222	8.621305126210732e-05	0.000201416949206501	0.0	0.0	0.0	0.0
0.5	0.01	-5.096584410191457	True	0.0	5	0.36081924528344056	0.9458177893591072	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
0.5	0.01	-5.096583410191457	True	0.027777777777777776	5	0.36082075681682757	0.9458900997794176	0.4722222222222222	1.5115333870108216e-06	7.231042031041746e-05	0.0	0.0	0.0	0.0
0.5	0.01	-3.6360080472278904	True	0.05555555555555555	5	0.36082202202597785	0.9459203346768423	0.4722222222222222	2.7767425372915433e-06	0.00010254531773512543	0.0	0.0	0.0	0.0
0.5	0.01	-3.48690744723044	True	0.1111111111111111	5	0.3608230665395655	0.9459308450931722	0.4722222222222222	3.821256124914019e-06	0.00011305573406494851	0.0	0.0	0.0	0.0
0.5	0.01	-3.41996214795118	True	0.16666666666666666	5	0.36082625276631775	0.9459437514081507	0.4722222222222222	7.007482877186e-06	0.00012596204904347097	0.0	0.0	0.0	0.0
0.5	0.01	-3.288098109369999	True	0.2222222222222222	5	0.36082710423000675	0.9459475477800644	0.4722222222222222	7.85894656618602e-06	0.00012975842095719337	0.0	0.0	0.0	0.0
0.5	0.01	-3.1970065140356216	True	0.25	5	0.36082779039821067	0.9459505139610308	0.4722222222222222	8.545114770108775e-06	0.00013272460192359503	0.0	0.0	0.0	0.0
0.5	0.01	-3.016050010374581	True	0.3055555555555556	5	0.36083146019871937	0.9459758351844196	0.4722222222222222	1.2214915278807581e-05	0.00015804582531242506	0.0	0.0	0.0	0.0
0.5	0.01	-2.9741917862266507	True	0.3611111111111111	5	0.36083316084459294	0.9459845767208974	0.4722222222222222	1.3915561152377798e-05	0.00016678736179021048	0.0	0.0	0.0	0.0
0.5	0.01	-2.761132897718099	True	0.4166666666666667	5	0.3608350301786771	0.9459958028740848	0.4722222222222222	1.5784895236514718e-05	0.000178013514977593	0.0	0.0	0.0	0.0
0.5	0.01	-2.681089720399533	True	0.4444444444444444	5	0.3608366342486836	0.9459990817646372	0.4722222222222222	1.7388965243059218e-05	0.00018129240552999804	0.0	0.0	0.0	0.0
