cone_mix	scale	threshold	safe	active_fraction	unsafe_count_at_full_scale	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	broken_count	near_tie_erosions	near_tie_flips
1.0	0.0	1000000000.0	True	0.0	0	0.36081924528344056	0.9458177893591072	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.005	-1000000000.000001	True	0.0	0	0.36081924528344056	0.9458177893591072	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.005	-1000000000.0	True	1.0	0	0.36082431890306516	0.9458177893591072	0.4722222222222222	5.07361962459596e-06	0.0	0.0	0.0	0.0	0.0
1.0	0.005	-999999999.999999	True	1.0	0	0.36082431890306516	0.9458177893591072	0.4722222222222222	5.07361962459596e-06	0.0	0.0	0.0	0.0	0.0
1.0	0.01	-1000000000.000001	True	0.0	0	0.36081924528344056	0.9458177893591072	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.01	-1000000000.0	True	1.0	0	0.360829344839354	0.9458177893591072	0.4722222222222222	1.0099555913467562e-05	0.0	0.0	0.0	0.0	0.0
1.0	0.01	-999999999.999999	True	1.0	0	0.360829344839354	0.9458177893591072	0.4722222222222222	1.0099555913467562e-05	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-4.245406158726711	True	0.0	2	0.36081924528344056	0.9458177893591072	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-4.245405158726711	True	0.027777777777777776	2	0.36081924528344056	0.9458177893591072	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-4.140756562794944	True	0.05555555555555555	2	0.36081924528344056	0.9458177893591072	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.968581021234642	True	0.1111111111111111	2	0.36081924528344056	0.9458177893591072	0.4722222222222222	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.788581644502981	False	0.16666666666666666	2	0.36081923322886716	0.9458177893591072	0.4722222222222222	-1.2054573395037238e-08	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.771792925028555	False	0.2222222222222222	2	0.36081923322886716	0.9458177893591072	0.4722222222222222	-1.2054573395037238e-08	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.5896034762033415	False	0.25	2	0.36081923322886716	0.9458177893591072	0.4722222222222222	-1.2054573395037238e-08	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.578658112639254	False	0.3055555555555556	2	0.36081893454119196	0.9458177893591072	0.4722222222222222	-3.107422485992828e-07	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.5602107868858877	False	0.3611111111111111	2	0.36081893454119196	0.9458177893591072	0.4722222222222222	-3.107422485992828e-07	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.5112630277510153	True	0.4166666666666667	2	0.3608201870890209	0.9458177893591072	0.4722222222222222	9.418055803567249e-07	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.471147529308111	True	0.4444444444444444	2	0.3608201114188661	0.9458177893591072	0.4722222222222222	8.661354255479203e-07	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.4216459826656935	True	0.5	2	0.36082021357037597	0.9458177893591072	0.4722222222222222	9.682869354099566e-07	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.369923792887252	True	0.5555555555555556	2	0.36082021357037597	0.9458177893591072	0.4722222222222222	9.682869354099566e-07	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.3283235383175525	True	0.6111111111111112	2	0.36082021357037597	0.9458177893591072	0.4722222222222222	9.682869354099566e-07	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-3.2252603154808477	True	0.6666666666666666	2	0.36082021238572015	0.9458177893591072	0.4722222222222222	9.671022795920692e-07	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-2.8840134618681765	True	0.6944444444444444	2	0.36082021238572015	0.9458177893591072	0.4722222222222222	9.671022795920692e-07	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-2.3918883356938787	True	0.75	2	0.36082302543499073	0.9458177893591072	0.4722222222222222	3.7801515501700855e-06	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-1.4007246549148795	True	0.8055555555555556	2	0.3608251284075182	0.9458177893591072	0.4722222222222222	5.883124077621371e-06	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-1.3059826931510146	True	0.8611111111111112	2	0.3608242671325086	0.9458177893591072	0.4722222222222222	5.021849068032047e-06	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-0.7087521666301966	True	0.8888888888888888	2	0.36082384795097217	0.9458177893591072	0.4722222222222222	4.602667531605764e-06	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	-0.33730354345352204	True	0.9444444444444444	2	0.36082873807349725	0.9458177893591072	0.4722222222222222	9.492790056686573e-06	0.0	0.0	0.0	0.0	0.0
1.0	0.0125	0.0	False	1.0	2	0.36083183995590357	0.9458177893591072	0.4722222222222222	1.2594672463006606e-05	0.0	0.0	0.0	2.0	0.0
1.0	0.0125	1e-06	False	1.0	2	0.36083183995590357	0.9458177893591072	0.4722222222222222	1.2594672463006606e-05	0.0	0.0	0.0	2.0	0.0
