policy	benchmark	seed	loss	transition_loss	rna_to_image_loss	image_to_rna_loss	target_anchor_loss	source_anchor_loss	transition_anchor_loss	pca_delta_direction_loss	teacher_delta_direction_loss	source_improvement_hinge	action_negative_loss	magnitude_loss	variance_loss	delta_variance_loss	relational_loss	target_anchor_cosine	source_anchor_cosine	transition_anchor_cosine	delta_cosine_train	active_delta_std_dims	steps	device_used
extrapolative_index	synth_program_aligned_extrapolative_holdout_lite	34	0.13728176057338715	0.053947217762470245	0.004926836583763361	0.02400743030011654	0.014575452543795109	0.009869741275906563	0.02305625006556511	0.03264099359512329	0.09270447492599487	0.0	0.010937499813735485	0.4744149446487427	0.05407221242785454	0.0	0.0056420909240841866	0.9892743229866028	0.9940009117126465	0.9807037711143494	0.9673590064048767	24.0	120.0	cpu
extrapolative_index	synth_program_aligned_extrapolative_holdout_lite	35	0.24269463121891022	0.10401041060686111	0.008333644829690456	0.03138665482401848	0.03540064021945	0.009018352255225182	0.030296778306365013	0.07612448930740356	0.23548465967178345	0.0	0.012500000186264515	0.2841501533985138	0.03707002475857735	0.0	0.012089540250599384	0.9681187868118286	0.9936417937278748	0.9727675914764404	0.9238755106925964	24.0	120.0	cpu
extrapolative_index	synth_program_aligned_extrapolative_holdout_lite	36	0.20284101366996765	0.06836362928152084	0.006776176393032074	0.023018278181552887	0.03481106087565422	0.009962079115211964	0.038957200944423676	0.052174270153045654	0.23387271165847778	0.0	0.01406249962747097	0.22982309758663177	0.03531327098608017	0.0	0.025077473372220993	0.9688489437103271	0.993476927280426	0.9647818803787231	0.9478257298469543	24.0	120.0	cpu
random_perturbation	synth_program_aligned_random_holdout_lite	34	0.15126201510429382	0.05925671383738518	0.005315535701811314	0.024788137525320053	0.017702659592032433	0.010341344401240349	0.02900533936917782	0.034723520278930664	0.11302882432937622	0.0	0.014062500558793545	0.41763800382614136	0.06402155756950378	0.0	0.007722227834165096	0.9858474135398865	0.9936223030090332	0.9745827913284302	0.9652764797210693	24.0	120.0	cpu
random_perturbation	synth_program_aligned_random_holdout_lite	35	0.20699511468410492	0.07364021241664886	0.011765461415052414	0.025094887241721153	0.04100537672638893	0.012165053747594357	0.03293944150209427	0.05295968055725098	0.21761280298233032	0.0	0.00937500037252903	0.29082080721855164	0.04649564251303673	0.0	0.025006845593452454	0.9627251029014587	0.9899168014526367	0.9701141715049744	0.947040319442749	24.0	120.0	cpu
random_perturbation	synth_program_aligned_random_holdout_lite	36	0.24159277975559235	0.08945886045694351	0.017206020653247833	0.027078574523329735	0.04135323315858841	0.013221070170402527	0.03756684809923172	0.05718207359313965	0.2884615659713745	0.0	0.01718750037252903	0.21144020557403564	0.03589276596903801	0.0	0.02643800526857376	0.9624269008636475	0.9902909398078918	0.9660674929618835	0.9428179264068604	24.0	120.0	cpu
stratified_program	synth_program_aligned_stratified_holdout_lite	34	0.14324218034744263	0.05361552536487579	0.006625861395150423	0.022711200639605522	0.017823103815317154	0.009649207815527916	0.02748594433069229	0.034871578216552734	0.0954747200012207	0.0	0.010937499813735485	0.4754290282726288	0.057082146406173706	0.0	0.007273880299180746	0.9860772490501404	0.9942783713340759	0.9763011932373047	0.9651284217834473	24.0	120.0	cpu
stratified_program	synth_program_aligned_stratified_holdout_lite	35	0.22111234068870544	0.08055491745471954	0.006583919283002615	0.02935008518397808	0.0415896475315094	0.012051654979586601	0.02717525139451027	0.06954425573348999	0.22854983806610107	0.0	0.00937500037252903	0.3084235191345215	0.044670406728982925	0.0	0.012976853176951408	0.9618661403656006	0.9903439283370972	0.9756650328636169	0.93045574426651	24.0	120.0	cpu
stratified_program	synth_program_aligned_stratified_holdout_lite	36	0.2072853296995163	0.07950741052627563	0.008574740029871464	0.02499230019748211	0.031818028539419174	0.010656566359102726	0.029366523027420044	0.053899168968200684	0.24357819557189941	0.0	0.00937500037252903	0.2179630696773529	0.03779786452651024	0.0	0.015116115100681782	0.9722771644592285	0.9924442172050476	0.9735226631164551	0.9461008310317993	24.0	120.0	cpu
