pred_endpoint_to_source_cosine	pred_endpoint_to_target_cosine	source_to_target_cosine	pred_delta_to_true_delta_cosine	cell_line_id	perturbation_id	batch_id
0.8320076780151079	0.8874876638520196	0.9314455779162566	0.5778383281675827	1	8	1
0.9360881586386678	0.9277624710733997	0.916166873727773	0.5223853313828937	0	2	1
0.9730265081227766	0.8166944007578656	0.9057490026553516	-0.577775206640873	1	8	0
0.9683733947422707	0.9331291451794681	0.9190477299623117	0.46731109617916405	0	1	2
0.8868981796024369	0.8342519678382764	0.8589626345080442	0.3680237838908932	2	8	2
0.9806126458240203	0.942223853112741	0.9241583226038054	0.5074528375171937	1	8	2
0.9427329125773098	0.9496950941658022	0.8545929138844711	0.842472868933364	0	2	2
0.8749283642155969	0.9435785670158467	0.9447350753050986	0.7381108379930406	2	2	2
0.9808792885710858	0.9516991793900254	0.951853397128503	0.3279421837968846	1	1	0
0.956429025513033	0.9609253550473011	0.9697274810444942	0.481494030732394	0	1	1
0.9735633634841009	0.960568296112858	0.9523702259681952	0.4978691575752386	0	1	0
0.9696744701223402	0.95173938602232	0.9452895888900988	0.46363876162464396	2	1	0
0.967784895982792	0.8573870317264238	0.9091397816842385	-0.11778739635071425	2	8	0
0.9419897125913371	0.9378100387251174	0.8943098517885397	0.6584827614127509	0	8	2
