alpha_source_only	support_threshold	active_fraction	transition_improvement	recall_at_1	delta_cosine	delta_rank	magnitude_ratio	floor_gap_transition	floor_gap_recall	floor_gap_delta_cosine
0.15	0.970449962190005	0.0	0.005661906516194076	0.48148148148148145	0.39796251669473043	10.283476977293052	0.7744371112179363	0.0	0.0	0.0
0.2	0.6927830792808186	1.0	0.0072353197891480425	0.4444444444444444	0.4087799120263722	10.247267472205621	0.7577760468435443	0.0015734132729539668	-0.037037037037037035	0.010817395331641777
0.2	0.7411913856850569	0.8888888888888888	0.007389612730822417	0.4444444444444444	0.4087044724433934	10.26176965532493	0.7569004770029878	0.001727706214628341	-0.037037037037037035	0.01074195574866299
0.2	0.7716336318941415	0.8148148148148148	0.007510555163325093	0.4444444444444444	0.4105041278006747	10.265436232205513	0.7591603639516461	0.0018486486471310177	-0.037037037037037035	0.012541611105944261
0.2	0.8194066234673232	0.7407407407407407	0.007148765416018272	0.4444444444444444	0.40958141649733126	10.25287263996656	0.7625831198314245	0.0014868588998241967	-0.037037037037037035	0.011618899802600835
0.2	0.8351022750516954	0.6666666666666666	0.00661956842002287	0.4444444444444444	0.4040779046145269	10.294559991260352	0.7628239844425392	0.0009576619038287942	-0.037037037037037035	0.006115387919796489
0.2	0.846594261214635	0.5925925925925926	0.006292482527117092	0.4444444444444444	0.40092367108098503	10.335942361799104	0.7629904162547528	0.0006305760109230158	-0.037037037037037035	0.0029611543862546053
0.2	0.8758977253508734	0.5185185185185185	0.0063495669328740454	0.4444444444444444	0.4005345712569973	10.330758135058685	0.7625693494812615	0.0006876604166799697	-0.037037037037037035	0.00257205456226689
0.2	0.8842389912966211	0.4074074074074074	0.00627091148451668	0.4444444444444444	0.4011286625142144	10.317722949941594	0.7655793310418676	0.0006090049683226042	-0.037037037037037035	0.0031661458194839898
0.2	0.888804513352674	0.3333333333333333	0.006350198487050314	0.48148148148148145	0.4012579161025772	10.3202401104477	0.7668046673834702	0.000688291970856238	0.0	0.0032953994078467885
0.2	0.9080497913691117	0.25925925925925924	0.006278436172161037	0.48148148148148145	0.40050555113030156	10.329291025221671	0.7681968567932558	0.0006165296559669615	0.0	0.0025430344355711343
0.2	0.9244297576755922	0.18518518518518517	0.006110062366951992	0.48148148148148145	0.39946435203723707	10.315649310886805	0.7716151578640355	0.00044815585075791593	0.0	0.001501835342506641
0.2	0.9323819284524113	0.1111111111111111	0.00587035423818148	0.48148148148148145	0.3988180076304278	10.320298269687012	0.7736615439290502	0.00020844772198740438	0.0	0.0008554909356973672
0.2	0.970448962190005	0.037037037037037035	0.005678784561254023	0.48148148148148145	0.39715370196569616	10.312573429525486	0.7736122582232442	1.6878045059947645e-05	0.0	-0.0008088147290342684
0.2	0.970449962190005	0.0	0.005661906516194076	0.48148148148148145	0.39796251669473043	10.283476977293052	0.7744371112179363	0.0	0.0	0.0
0.35	0.6927830792808186	1.0	0.008006254524112045	0.4444444444444444	0.4145089821662378	10.20407993654335	0.7482617063904906	0.002344348007917969	-0.037037037037037035	0.0165464654715074
