fold_id	scale	transition_improvement	delta_cosine	recall_at_1	delta_rank	magnitude_ratio	floor_gap_transition	floor_gap_delta_cosine	floor_gap_recall	action_negative_gap
0	0.0	0.0	0.0	0.002717391304347826	0.0	0.0	0.0	0.0	0.0	0.0
0	0.001	0.0013018545902629083	0.18898811417928454	0.002717391304347826	1.1902887256281345	0.0027882197970290346	0.0013018545902629083	0.18898811417928454	0.0	0.0
0	0.0025	0.006328586606630129	0.18898811417928454	0.002717391304347826	1.1902887256281343	0.006970549492572587	0.006328586606630129	0.18898811417928454	0.0	0.0
0	0.005	0.014973918855977906	0.18898811417928454	0.002717391304347826	1.1902887256281343	0.013941098985145174	0.014973918855977906	0.18898811417928454	0.0	0.0
0	0.01	0.025729195694694885	0.18898811417928454	0.002717391304347826	1.1902887256281343	0.02788219797029035	0.025729195694694885	0.18898811417928454	0.0	0.0
0	0.025	0.01864597199716157	0.18898811417928454	0.002717391304347826	1.1902887256281345	0.06970549492572586	0.01864597199716157	0.18898811417928454	0.0	0.0
0	0.05	-0.02410939526188199	0.18898811417928454	0.0	1.1902887256281345	0.13941098985145173	-0.02410939526188199	0.18898811417928454	-0.002717391304347826	0.0
1	0.0	0.0	0.0	0.0027247956403269754	0.0	0.0	0.0	0.0	0.0	0.0
1	0.001	0.00048810365198868015	0.17355914546952098	0.0027247956403269754	1.1953109409097342	0.0026321294275468976	0.00048810365198868015	0.17355914546952098	0.0	0.0
1	0.0025	0.0014291982698847055	0.17355914546952095	0.0027247956403269754	1.1953109409097342	0.006580323568867243	0.0014291982698847055	0.17355914546952095	0.0	0.0
1	0.005	0.002782442130659943	0.17355914546952095	0.0027247956403269754	1.1953109409097342	0.013160647137734486	0.002782442130659943	0.17355914546952095	0.0	0.0
1	0.01	-0.005062369213333295	0.17355914546952095	0.0027247956403269754	1.1953109409097342	0.026321294275468973	-0.005062369213333295	0.17355914546952095	0.0	0.0
1	0.025	-0.0013252342507177486	0.17355914546952098	0.0027247956403269754	1.1953109409097342	0.06580323568867244	-0.0013252342507177486	0.17355914546952098	0.0	0.0
1	0.05	-0.04229433247514557	0.17355914546952098	0.0027247956403269754	1.1953109409097342	0.13160647137734488	-0.04229433247514557	0.17355914546952098	0.0	0.0
2	0.0	0.0	0.0	0.0027247956403269754	0.0	0.0	0.0	0.0	0.0	0.0
2	0.001	0.0018975122618690929	0.33347771532783504	0.0027247956403269754	1.1459024820844819	0.0023008220857094045	0.0018975122618690929	0.33347771532783504	0.0	0.0
2	0.0025	0.008437230839961491	0.33347771532783504	0.0027247956403269754	1.1459024820844816	0.005752055214273512	0.008437230839961491	0.33347771532783504	0.0	0.0
2	0.005	0.0319530976606769	0.33347771532783504	0.0027247956403269754	1.1459024820844816	0.011504110428547024	0.0319530976606769	0.33347771532783504	0.0	0.0
2	0.01	0.05123858041462608	0.33347771532783504	0.0027247956403269754	1.1459024820844816	0.023008220857094048	0.05123858041462608	0.33347771532783504	0.0	0.0
2	0.025	0.04932528092130476	0.33347771532783504	0.0027247956403269754	1.1459024820844816	0.057520552142735125	0.04932528092130476	0.33347771532783504	0.0	0.0
2	0.05	0.03257163373421573	0.33347771532783504	0.0027247956403269754	1.1459024820844816	0.11504110428547025	0.03257163373421573	0.33347771532783504	0.0	0.0
3	0.0	0.0	0.0	0.0027247956403269754	0.0	0.0	0.0	0.0	0.0	0.0
3	0.001	0.0010140598062861005	0.17554586293216837	0.0027247956403269754	1.206000343884644	0.0026484251386265476	0.0010140598062861005	0.17554586293216837	0.0	0.0
3	0.0025	0.0039379233906447104	0.17554586293216837	0.0027247956403269754	1.2060003438846438	0.006621062846566369	0.0039379233906447104	0.17554586293216837	0.0	0.0
3	0.005	0.013240682088267647	0.17554586293216837	0.0027247956403269754	1.2060003438846438	0.013242125693132737	0.013240682088267647	0.17554586293216837	0.0	0.0
3	0.01	0.022336033080575215	0.17554586293216837	0.0027247956403269754	1.2060003438846438	0.026484251386265475	0.022336033080575215	0.17554586293216837	0.0	0.0
3	0.025	0.016844050439032362	0.17554586293216837	0.0027247956403269754	1.206000343884644	0.06621062846566368	0.016844050439032362	0.17554586293216837	0.0	0.0
3	0.05	-0.024928835781707133	0.17554586293216837	0.0	1.206000343884644	0.13242125693132736	-0.024928835781707133	0.17554586293216837	-0.0027247956403269754	0.0
