fold_id	scale	transition_improvement_gap	recall_at_1_gap	delta_cosine_gap	delta_rank_gap	magnitude_ratio	action_negative_gap	permutation_action_gap	train_residual_mse	calibration_residual_mse	fit_rows	calibration_rows
0	0.25	0.0002238865423470418	0.05555555555555558	0.004265616624882007	0.08946374245903321	0.6752876632663631	0.0002238865423470418	0.0	0.0015855001188392096	0.0049790619197007625	54	18
1	0.25	5.9049602343499985e-05	0.0	0.0033736807087908494	0.040849674741739506	0.8303454305245332	5.9049602343499985e-05	0.0	0.0017240776277243357	0.004961902969794814	54	18
2	0.25	0.0007292020155839213	0.0	0.003206795196868173	0.02021086939743455	0.7261764891958297	0.0007292020155839213	0.0	0.0016811936057410375	0.006783117007632907	54	18
3	0.25	0.0005876342659733233	-0.05555555555555558	0.010049036366523822	0.084645179761063	0.6811363179677049	0.0005876342659733233	0.0	0.001439390107305146	0.006956095487793186	54	18
