probe	split	collapse_flag	pass_gate	rna_min_std	image_min_std	rna_mean_std	image_mean_std	rna_rank	image_rank	rna_bio_latent_r2	image_bio_latent_r2	batch_balanced_accuracy	batch_majority_accuracy	rna_to_image_recall@1	rna_to_image_recall@5	image_to_rna_recall@1	image_to_rna_recall@5	rna_to_image_median_rank
oracle_true_z_bio	train	False	False	0.1658057859083205	0.1658057859083205	0.4496281696386643	0.4496281696386643	16	16	0.9999965767313787	0.9999965767313787	0.3125	0.5	1.0	1.0	1.0	1.0	1.0
oracle_true_z_bio	val	False	False	0.18530279014536816	0.18530279014536816	0.4590194328384595	0.4590194328384595	16	16	0.9998926232231624	0.9998926232231624	0.34375	0.5	1.0	1.0	1.0	1.0	1.0
oracle_true_z_bio	test	False	True	0.18364026567028313	0.18364026567028313	0.4563566874042028	0.4563566874042028	16	16	0.9999045526459739	0.9999045526459739	0.34375	0.5	1.0	1.0	1.0	1.0	1.0
ridge_rna_to_image_pca	train	False	False	0.9840555616914968	0.9842509724278627	0.9841161969997295	0.984250980224275	8	8	0.996930394195544	0.9969304147126857	1.0	0.5	1.0	1.0	1.0	1.0	1.0
ridge_rna_to_image_pca	val	False	False	0.9683934454429307	0.9640525972630053	1.3755451602076594	1.0990499469117623	8	8	0.6252804997618426	0.9797612481169661	0.375	0.5	0.25	0.53125	0.125	0.59375	5.0
ridge_rna_to_image_pca	test	False	False	1.002830418031272	0.9743117065492897	1.405518012017207	1.0927806892663325	8	8	0.6263179539565247	0.9812844731874386	0.71875	0.5	0.25	0.53125	0.21875	0.53125	5.0
ridge_supervised_z_bio	train	False	False	0.16578305310344896	0.1657968667921776	0.44961044689632323	0.44962261231249856	16	16	0.9999965732860692	0.999996550153647	0.3125	0.5	1.0	1.0	1.0	1.0	1.0
ridge_supervised_z_bio	val	False	False	0.19873991775535604	0.16807779848565096	0.4847188979621996	0.4529959373085557	16	16	0.6216334636927355	0.9911880234918427	0.3125	0.5	0.34375	0.71875	0.21875	0.78125	3.0
ridge_supervised_z_bio	test	False	False	0.21583354312844008	0.16575496198994827	0.493143945739534	0.4517596876805714	16	16	0.6186942383013336	0.991620806243246	0.65625	0.5	0.25	0.5625	0.21875	0.71875	4.5
pls_cross_covariance	train	False	False	2.430478405546482	1.6253751707195894	12.480532894324382	22.66920716290634	8	8	0.9596901389990868	0.9968256994814385	0.71875	0.5	0.75	1.0	0.6875	1.0	1.0
pls_cross_covariance	val	False	False	2.609079456047971	2.1889460172467285	13.160647588181275	22.860067796858576	8	8	0.6836615407743063	0.979457435085596	0.53125	0.5	0.3125	0.75	0.28125	0.78125	3.0
pls_cross_covariance	test	False	False	2.5922368789346466	2.100318406810023	12.742246304362581	22.75071479979065	8	8	0.7280453611191611	0.9810169507318585	0.65625	0.5	0.375	0.625	0.3125	0.78125	3.0
regularized_cca	train	False	False	0.8912132737497863	0.8910254118665069	0.960535033002839	0.9603056450866483	8	8	0.933746719787663	0.9393958697306833	0.65625	0.5	0.96875	1.0	1.0	1.0	1.0
regularized_cca	val	False	False	0.9523915971711023	0.9947609967612898	1.1567374419422822	1.438887325648152	8	8	0.7294429389074326	0.8690176750496608	0.46875	0.5	0.21875	0.53125	0.21875	0.59375	5.0
regularized_cca	test	False	True	0.9616778114357462	0.9686685948347422	1.1045243494277064	1.2782743192269397	8	8	0.7937601309213678	0.8933153009205583	0.53125	0.5	0.15625	0.65625	0.25	0.65625	3.0
