perturbation_id	conditions	target_replicate_cosine	delta_replicate_cosine	floor_minus_source_target_cosine	teacher_delta_norm_mean
9	3	0.883941541244388	0.38533783541496075	-0.037875560743818294	0.4294150235310241
10	3	0.9499458338136609	-0.007688269720699785	0.009205303511384932	0.37592452738351784
11	3	0.9097460698132602	0.3334553047382815	0.04565597678101555	0.47016591032982996
