split	operator	transition_source_cosine_improvement	absolute_target_cosine	source_as_target_bio_cosine_to_teacher	delta_cosine	delta_magnitude_ratio	delta_prediction_effective_rank	delta_teacher_effective_rank	source_improvement_hinge_violation_fraction	transition_to_target_map	transition_to_target_median_rank	transition_to_target_recall@1	transition_to_target_recall@5	transition_to_target_recall@10	transition_to_target_same_perturbation_enrichment@10
train	boj002_reconstructed	0.0713402163883571	0.9690200080828296	0.8976797916944727	0.8749716324774348	0.8388347247709067	9.587401162168156	13.562688934741876	0.1388888888888889	0.5504363545927177	1.0	0.6388888888888888	0.9444444444444444	0.9722222222222222	2.477777777777778
eval	boj002_reconstructed	0.0025328202814776843	0.905663638311551	0.9031308180300731	0.36033938130524495	0.7578677260026119	7.581180176098399	11.781895734223935	0.7037037037037037	0.3551918582753075	3.0	0.37037037037037035	0.7777777777777778	0.9629629629629629	0.9333333333333333
