split_seed	baseline	subset	condition	condition_label	perturbation_ids	pearson_delta_all	pearson_delta_de20	top20_de_overlap	mse_delta_all	mse_delta_de20	mse_expression_all	mse_expression_de20	direction_accuracy_de20	pred_delta_l2	true_delta_l2	de20_count
1	global_train_mean	all_test	ZBTB10+SNAI1	double	ZBTB10+SNAI1	0.5615345652118521	0.33921663507476846	0.35	0.012270230799913406	0.8358176946640015	0.012270230799913406	0.8358176946640015	0.8	2.174917459487915	8.88843822479248	20
1	global_train_mean	all_test	CEBPE+CEBPB	double	CEBPE+CEBPB	0.616383440937975	0.6373184622294559	0.1	0.016293823719024658	1.0151852369308472	0.016293823719024658	1.0151852369308472	0.85	2.174917459487915	10.25403881072998	20
1	global_train_mean	all_test	FOXA3+FOXL2	double	FOXA3+FOXL2	0.7250222436482656	0.8900979859316577	0.35	0.00779626565054059	0.3302449882030487	0.00779626565054059	0.3302449882030487	0.95	2.174917459487915	7.673940658569336	20
1	global_train_mean	all_test	ZBTB10+DLX2	double	ZBTB10+DLX2	0.5806582685211643	0.6579777569934498	0.3	0.015297571197152138	0.5730196833610535	0.015297571197152138	0.5730196833610535	0.8	2.174917459487915	9.873617172241211	20
1	global_train_mean	all_test	PLK4+STIL	double	PLK4+STIL	0.7353646563823502	0.9346593735556366	0.15	0.0021489846985787153	0.09712685644626617	0.0021489846985787153	0.09712685644626617	0.95	2.174917459487915	4.545938968658447	20
1	global_train_mean	all_test	CBL+UBASH3A	double	CBL+UBASH3A	0.678098796343317	0.93444473489975	0.35	0.0036403194535523653	0.3146805167198181	0.0036403194535523653	0.3146805763244629	0.9	2.174917459487915	5.442126750946045	20
1	global_train_mean	all_test	AHR+KLF1	double	AHR+KLF1	0.3209349525079679	0.664730122170983	0.25	0.003926800563931465	0.4970899224281311	0.003926800563931465	0.4970899224281311	0.8	2.174917459487915	4.657222270965576	20
1	global_train_mean	all_test	CEBPE+RUNX1T1	double	CEBPE+RUNX1T1	0.39172435844440406	-0.10921508679099146	0.15	0.00300438585691154	0.4095418453216553	0.00300438585691154	0.4095418453216553	0.65	2.174917459487915	4.206437587738037	20
1	global_train_mean	all_test	CNN1+MAPK1	double	CNN1+MAPK1	0.4480936243356553	0.7196632860324382	0.15	0.0021310688462108374	0.18406599760055542	0.0021310688462108374	0.18406599760055542	0.85	2.174917459487915	3.614988088607788	20
1	global_train_mean	all_test	CNN1+UBASH3A	double	CNN1+UBASH3A	0.6722739571541451	0.8561718871147501	0.25	0.008567921817302704	0.9861245155334473	0.008567921817302704	0.9861245155334473	0.9	2.174917459487915	7.823477745056152	20
1	global_train_mean	all_test	ETS2+CNN1	double	ETS2+CNN1	0.5596351183147739	0.7816600302721227	0.3	0.0013125533005222678	0.1433209627866745	0.0013125533005222678	0.1433209478855133	0.95	2.174917459487915	3.0505471229553223	20
1	global_train_mean	all_test	ETS2+IKZF3	double	ETS2+IKZF3	0.7715624243129535	0.900154026522599	0.3	0.007267628330737352	1.0929584503173828	0.007267628330737352	1.0929584503173828	0.9	2.174917459487915	7.578280925750732	20
1	global_train_mean	all_test	ETS2+MAPK1	double	ETS2+MAPK1	0.31278631445892446	-0.14053547281867745	0.25	0.009197606705129147	1.0673056840896606	0.009197605773806572	1.0673056840896606	0.75	2.174917459487915	7.185085296630859	20
1	global_train_mean	all_test	FOSB+IKZF3	double	FOSB+IKZF3	0.7591816222573258	0.9463906258354964	0.3	0.004071253817528486	0.6275121569633484	0.004071253817528486	0.6275121569633484	0.95	2.174917459487915	5.9609479904174805	20
1	global_train_mean	all_test	FOSB+UBASH3B	double	FOSB+UBASH3B	0.5728439435041952	0.6941293692008986	0.05	0.0009442992159165442	0.07290288060903549	0.0009442992159165442	0.07290288060903549	0.8	2.174917459487915	2.511939287185669	20
1	global_train_mean	all_test	FOXA1+HOXB9	double	FOXA1+HOXB9	0.7939095758968524	0.8918968011946617	0.45	0.00404011644423008	0.2344701588153839	0.00404011644423008	0.2344701588153839	0.95	2.174917459487915	6.049281597137451	20
1	global_train_mean	all_test	IGDCC3+MAPK1	double	IGDCC3+MAPK1	0.4081849678913683	0.6011612123125637	0.1	0.0020714732818305492	0.18074361979961395	0.0020714732818305492	0.18074361979961395	0.9	2.174917459487915	3.4416022300720215	20
1	global_train_mean	all_test	LYL1+IER5L	double	LYL1+IER5L	0.7815000078482591	0.8563969537054215	0.45	0.0028973715379834175	0.30025485157966614	0.0028973715379834175	0.30025485157966614	1.0	2.174917459487915	5.275752544403076	20
