seed	scale	safe	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	train_broken_count_diagnostic_only	train_mean_margin_change_diagnostic_only
10	0.0	True	0.5922423185021983	0.9474093185173393	0.5	0.0	0.0	0.0	0.0	0.0
10	0.025	True	0.5932097748102613	0.9489587649251554	0.5	0.0009674563080629417	0.0015494464078160686	0.0	0.0	1.96714989253089e-05
10	0.05	True	0.5941465663716315	0.9504686861416989	0.5	0.0019042478694332177	0.0030593676243595436	0.0	1.0	3.919511670487683e-05
11	0.0	True	0.6611106143937406	0.9538829046617275	0.5	0.0	0.0	0.0	0.0	0.0
11	0.025	True	0.6622385618177709	0.9549289058726624	0.5	0.0011279474240302179	0.0010460012109348993	0.0	0.0	0.0
11	0.05	True	0.6633331730028625	0.9559477478816396	0.5	0.002222558609121905	0.0020648432199120714	0.0	0.0	0.0
12	0.0	True	0.5211663418159606	0.9547687881481026	0.5	0.0	0.0	0.0	0.0	0.0
12	0.025	True	0.5220173626001863	0.9558480625321342	0.5	0.00085102078422572	0.0010792743840315477	0.0	0.0	8.608000252684674e-05
12	0.05	True	0.5228445846361863	0.9568997573286288	0.5	0.0016782428202257726	0.002130969180526132	0.0	0.0	0.00017250489509966184
