delta_score_weight	mean_condition_recall_at_1	min_condition_recall_at_1	mean_condition_median_rank	mean_perturbation_recall_at_1
0.1	0.36706349206349204	0.18518518518518517	2.3035714285714284	0.42857142857142855
0.2	0.3630952380952381	0.14814814814814814	2.232142857142857	0.4332010582010582
0.35	0.34854497354497355	0.1111111111111111	2.5	0.43915343915343913
0.05	0.34193121693121686	0.14814814814814814	2.3214285714285716	0.3935185185185185
0.5	0.3399470899470899	0.1111111111111111	2.5535714285714284	0.4404761904761904
0.65	0.33134920634920634	0.14814814814814814	2.6607142857142856	0.43650793650793646
0.8	0.3267195767195767	0.14814814814814814	2.7142857142857144	0.4312169312169312
1.0	0.3187830687830688	0.1111111111111111	2.857142857142857	0.4279100529100529
0.0	0.26587301587301587	0.1111111111111111	3.0357142857142856	0.32010582010582006
