seed	fold_index	heldout_train_perturbation_id	cone_mix	train_selected_scale	train_selected_active_fraction	train_selected_gap_transition	train_selected_gap_delta_cosine	train_selected_gap_recall	inner_selected_gap_transition	inner_selected_gap_delta_cosine	inner_selected_gap_recall	inner_selected_broken_count	inner_selected_active_fraction	inner_selected_effective_scale	inner_head_loss
36	0	1	0.0	0.05	0.3968253968253968	0.0012138300185383644	0.001467917832272736	0.0	0.0008001900178397636	0.0030674948967366333	0.0	0.0	1.0	0.05	0.028355881571769714
36	0	1	0.25	0.05	0.5555555555555556	0.001011772637770525	0.0013509182322045676	0.0	0.0006034238067496034	0.0023170957996863084	0.0	0.0	1.0	0.05	0.028355881571769714
36	0	1	0.5	0.05	0.6190476190476191	0.0006934916082966813	0.0009481539825072494	0.0	0.00040220650693512106	0.0015556796866761369	0.0	0.0	1.0	0.05	0.028355881571769714
36	0	1	0.75	0.05	0.6507936507936508	0.00033398198755052455	0.0004750956533078332	0.0	0.00019651867292486136	0.0007832969361375453	0.0	0.0	1.0	0.05	0.028355881571769714
36	0	1	1.0	0.025	0.6507936507936508	1.2022109627529698e-05	0.0	0.0	-4.193365428228901e-06	0.0	0.0	0.0	0.5555555555555556	0.01388888888888889	0.028355881571769714
36	1	2	0.0	0.05	0.6507936507936508	0.0028911473207415272	0.0027004329991965337	0.0	0.014191262566248364	0.009713844835107621	0.0	0.0	1.0	0.05	0.016041738912463188
36	1	2	0.25	0.05	0.7142857142857143	0.0022491190523237226	0.0020950624044180355	0.0	0.010995133879098229	0.007346773693655995	0.0	0.0	1.0	0.05	0.016041738912463188
36	1	2	0.5	0.05	0.8412698412698413	0.001594424959668328	0.0016321437672255357	0.0	0.007733493870898833	0.004938448450266697	0.0	0.0	1.0	0.05	0.016041738912463188
36	1	2	0.75	0.05	0.8412698412698413	0.000885745356382639	0.0008212498925291856	0.0	0.004406769465680971	0.002489352305709569	0.0	0.0	1.0	0.05	0.016041738912463188
36	1	2	1.0	0.05	0.7142857142857143	0.00016631876479439311	0.0	0.0	0.001015469021099058	0.0	0.0	0.0	1.0	0.05	0.016041738912463188
36	2	3	0.0	0.05	0.5555555555555556	0.0022153776744246456	0.0022618291522271683	0.0	0.001816979087857995	0.0026243547195167194	0.0	0.0	0.7777777777777778	0.03888888888888889	0.02763034775853157
36	2	3	0.25	0.05	0.6031746031746031	0.0016720672945352288	0.001718252272409182	0.0	0.0013872159369822112	0.002085732998974521	0.0	0.0	0.8888888888888888	0.044444444444444446	0.02763034775853157
36	2	3	0.5	0.05	0.7619047619047619	0.0012417590981613214	0.0013182443596663207	0.0	0.0009321116386590278	0.001397596462802464	0.0	0.0	0.8888888888888888	0.044444444444444446	0.02763034775853157
36	2	3	0.75	0.05	0.7936507936507936	0.0006198910197562357	0.0007084301615448707	0.0	0.00047291607507543576	0.0007023196210652616	0.0	0.0	0.8888888888888888	0.044444444444444446	0.02763034775853157
36	2	3	1.0	0.025	0.6031746031746031	6.693560351822558e-06	0.0	0.0	1.4538006175790485e-05	0.0	0.0	0.0	0.8888888888888888	0.022222222222222223	0.02763034775853157
36	3	4	0.0	0.05	0.4444444444444444	0.000726623012000549	0.0015559462405206892	0.0	0.0010787146250827995	0.0016383891908577919	0.0	0.0	0.6666666666666666	0.03333333333333333	0.03629995137453079
36	3	4	0.25	0.05	0.5714285714285714	0.00048444876259662317	0.0012496783844442305	0.0	0.0008241416182998007	0.0012377819092042053	0.0	0.0	0.6666666666666666	0.03333333333333333	0.03629995137453079
36	3	4	0.5	0.05	0.6507936507936508	0.0003688793784359934	0.000952086196039148	0.0	0.0006411353388312557	0.0012908164256492105	0.0	0.0	0.7777777777777778	0.03888888888888889	0.03629995137453079
36	3	4	0.75	0.05	0.6507936507936508	0.0001284264728515505	0.0004507109704920964	0.0	0.00033010628650881335	0.000649955039894734	0.0	0.0	0.7777777777777778	0.03888888888888889	0.03629995137453079
36	3	4	1.0	0.025	0.6984126984126984	8.891003684952103e-06	1.1102230246251565e-16	0.0	2.247503916430471e-05	0.0	0.0	0.0	0.8888888888888888	0.022222222222222223	0.03629995137453079
36	4	5	0.0	0.05	0.4444444444444444	0.0011589883285313962	0.0014842481489969472	0.0	0.0006452559163925842	0.002381711212815385	0.0	0.0	0.8888888888888888	0.044444444444444446	0.04578658565878868
36	4	5	0.25	0.05	0.6507936507936508	0.0010289056093966131	0.0014609647676575577	0.0	0.0005671785088510739	0.00218388877416964	0.0	0.0	1.0	0.05	0.04578658565878868
36	4	5	0.5	0.05	0.7142857142857143	0.0007567068157647849	0.001143094794149202	0.0	0.00039493541242663355	0.0014677590594743828	0.0	0.0	1.0	0.05	0.04578658565878868
36	4	5	0.75	0.05	0.6507936507936508	0.00036382002177576256	0.0005025187428773226	0.0	0.00021880000474361339	0.0007397756907305819	0.0	0.0	1.0	0.05	0.04578658565878868
36	4	5	1.0	0.025	0.6031746031746031	1.1792872302740509e-05	-1.1102230246251565e-16	0.0	-2.284312045630621e-07	0.0	0.0	0.0	0.4444444444444444	0.011111111111111112	0.04578658565878868
36	5	6	0.0	0.05	0.6507936507936508	0.0027852078427301197	0.0024333034366605943	0.0	0.007961451955523335	0.005668058864996994	0.0	0.0	1.0	0.05	0.02054687775671482
36	5	6	0.25	0.05	0.6507936507936508	0.002144694850761353	0.0018538038502756704	0.0	0.005976980721876357	0.004300529367669115	0.0	0.0	1.0	0.05	0.02054687775671482
