seed	selected_inner_cone_mix	scale	threshold	safe	active_fraction	unsafe_count_at_full_scale	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	broken_count	near_tie_erosions	near_tie_flips
36	0.0	0.0	1000000000.0	True	0.0	0	0.41355991268799364	0.9479587974725869	0.5	0.0	0.0	0.0	0.0	0.0	0.0
36	0.0	0.005	-6.299285223998665	True	0.0	5	0.41355991268799364	0.9479587974725869	0.5	0.0	0.0	0.0	0.0	0.0	0.0
36	0.0	0.005	-6.299284223998665	True	0.027777777777777776	5	0.4135608920478007	0.9479636400436111	0.5	9.793598070850784e-07	4.842571024177289e-06	0.0	0.0	0.0	0.0
36	0.0	0.005	-5.581650022051391	True	0.05555555555555555	5	0.4135619523856986	0.9479679915269615	0.5	2.0396977049585985e-06	9.194054374606075e-06	0.0	0.0	0.0	0.0
36	0.0	0.005	-4.663442313393075	True	0.1111111111111111	5	0.4135638232584023	0.9479818346896535	0.5	3.9105704086606075e-06	2.3037217066534943e-05	0.0	0.0	0.0	0.0
36	0.0	0.005	-4.3630191333568105	True	0.16666666666666666	5	0.41356548855089054	0.9479847611177914	0.5	5.575862896900485e-06	2.5963645204463148e-05	0.0	0.0	0.0	0.0
36	0.0	0.005	-4.1369244322512895	True	0.2222222222222222	5	0.4135692239541814	0.9480347765400884	0.5	9.311266187750356e-06	7.597906750145267e-05	0.0	0.0	0.0	0.0
36	0.0	0.005	-4.038409253383024	True	0.25	5	0.4135704639527336	0.9480411207536849	0.5	1.0551264739977473e-05	8.232328109791798e-05	0.0	0.0	0.0	0.0
36	0.0	0.005	-3.877502535555023	True	0.3055555555555556	5	0.4135725595012735	0.9480455276820956	0.5	1.264681327983741e-05	8.67302095086675e-05	0.0	0.0	0.0	0.0
36	0.0	0.005	-3.72762169506589	True	0.3611111111111111	5	0.41358162542395416	0.9480583651656228	0.5	2.1712735960521812e-05	9.956769303587354e-05	0.0	0.0	0.0	0.0
36	0.0	0.005	-3.6681323292076025	True	0.4166666666666667	5	0.4135847688269053	0.9480710235999766	0.5	2.4856138911677483e-05	0.00011222612738970295	0.0	0.0	0.0	0.0
36	0.0	0.005	-3.5894428288001223	True	0.4444444444444444	5	0.41358571336770106	0.9480745019621768	0.5	2.5800679707421725e-05	0.0001157044895898629	0.0	0.0	0.0	0.0
36	0.0	0.005	-3.5523209717117785	True	0.5	5	0.41358848678170373	0.9480874769614397	0.5	2.857409371009867e-05	0.00012867948885275649	0.0	0.0	0.0	0.0
36	0.0	0.005	-3.4945212873163767	True	0.5555555555555556	5	0.41359546563064103	0.9481226229703044	0.5	3.555294264739883e-05	0.00016382549771742916	0.0	0.0	0.0	0.0
36	0.0	0.005	-3.2816208367944353	True	0.6111111111111112	5	0.41360192955550634	0.9481350403602742	0.5	4.201686751270639e-05	0.00017624288768725016	0.0	0.0	0.0	0.0
36	0.0	0.005	-3.1557370778201497	True	0.6666666666666666	5	0.4136073423021002	0.9481529535858711	0.5	4.742961410658664e-05	0.00019415611328421623	0.0	0.0	0.0	0.0
36	0.0	0.005	-3.017063075457074	True	0.6944444444444444	5	0.4136102003789477	0.9481575530975463	0.5	5.028769095405394e-05	0.00019875562495941246	0.0	0.0	0.0	0.0
36	0.0	0.005	-2.7462193061236704	True	0.75	5	0.41361612235188905	0.9481796123107085	0.5	5.6209663895412376e-05	0.00022081483812153024	0.0	0.0	0.0	0.0
36	0.0	0.005	-1.6931123709360376	True	0.8055555555555556	5	0.41369476071215644	0.9482262084494022	0.5	0.00013484802416280361	0.00026741097681526327	0.0	0.0	0.0	0.0
36	0.0	0.005	-0.7238045052567051	True	0.8611111111111112	5	0.4137509169586197	0.9482663706820256	0.5	0.00019100427062607173	0.00030757320943863853	0.0	0.0	0.0	0.0
36	0.0	0.005	0.0	False	1.0	5	0.41391155269180085	0.9483951950796897	0.5	0.0003516400038072187	0.00043639760710278974	0.0	0.0	2.0	0.0
36	0.0	0.005	1e-06	False	1.0	5	0.41391155269180085	0.9483951950796897	0.5	0.0003516400038072187	0.00043639760710278974	0.0	0.0	2.0	0.0
36	0.0	0.01	-6.041441333872945	True	0.0	9	0.41355991268799364	0.9479587974725869	0.5	0.0	0.0	0.0	0.0	0.0	0.0
36	0.0	0.01	-6.041440333872945	True	0.027777777777777776	9	0.4135618687165051	0.9479684767977553	0.5	1.9560285114406106e-06	9.679325168376884e-06	0.0	0.0	0.0	0.0
36	0.0	0.01	-5.465962948010205	True	0.05555555555555555	9	0.41356398705421515	0.9479771763898643	0.5	4.074366221518133e-06	1.837891727740626e-05	0.0	0.0	0.0	0.0
36	0.0	0.01	-3.376173275584455	True	0.1111111111111111	9	0.41356824170929724	0.9480056802925243	0.5	8.329021303599138e-06	4.6882819937366094e-05	0.0	0.0	0.0	0.0
36	0.0	0.01	-3.0245513659030046	True	0.16666666666666666	9	0.4135720932259095	0.9480123244253629	0.5	1.2180537915851275e-05	5.352695277593966e-05	0.0	0.0	0.0	0.0
36	0.0	0.01	-2.9390023375234042	True	0.2222222222222222	9	0.41358987830374155	0.9480367538523589	0.5	2.9965615747917784e-05	7.795637977192627e-05	0.0	0.0	0.0	0.0
36	0.0	0.01	-2.5027428088025925	True	0.25	9	0.41359235126136135	0.9480494027010565	0.5	3.2438573367710166e-05	9.060522846959795e-05	0.0	0.0	0.0	0.0
36	0.0	0.01	-2.35310175093038	True	0.3055555555555556	9	0.4136048308470675	0.9480667588046047	0.5	4.491815907387009e-05	0.00010796133201773639	0.0	0.0	0.0	0.0
36	0.0	0.01	-2.239490781832511	True	0.3611111111111111	9	0.41361979475322586	0.9481425129951231	0.5	5.988206523221962e-05	0.0001837155225361542	0.0	0.0	0.0	0.0
36	0.0	0.01	-2.059491117055798	True	0.4166666666666667	9	0.4136233857051795	0.9481547345312187	0.5	6.347301718584442e-05	0.0001959370586317455	0.0	0.0	0.0	0.0
