seed	direct_transition_improvement	direct_delta_cosine	direct_recall_at_1	direct_delta_rank	direct_magnitude_ratio	ridge_floor_transition_improvement	ridge_floor_delta_cosine	ridge_floor_recall_at_1	ridge_floor_delta_rank	rna_to_image_recall_at_1	image_to_rna_recall_at_1	action_negative_transition_gap	target_effective_rank	image_target_effective_rank	identity_violation	leakage_flag
0	0.06782742380317341	0.2641602930641669	0.8148148148148148	6.491847495608478	1.2832085209787845	0.0964963193118168	0.8739639175133193	0.7777777777777778	5.520607315771544	0.7777777777777778	0.8888888888888888	0.019971702666985704	4.70653769072506	5.792151142083556	0.0	0.0
1	0.0793712546495117	0.2387544414789651	0.5925925925925926	8.04046342021349	1.231406344982869	0.09592202339664185	0.7865866830967958	0.48148148148148145	7.24954734827331	0.7037037037037037	0.7777777777777778	0.04640115915614602	5.072083648051685	7.29032668002509	0.0	0.0
2	0.05193819095378255	0.1931524136791129	0.7407407407407407	8.446496459288806	0.8637088021116889	0.07875272394884514	0.8043211603593633	1.0	6.771451934265017	0.7407407407407407	0.8148148148148148	0.010320671122301207	5.864110599831982	7.193856859600664	0.0	0.0
