fold_id	scale	transition_improvement_gap	recall_at_1_gap	delta_cosine_gap	delta_rank_gap	magnitude_ratio	action_negative_gap	permutation_action_gap	train_residual_mse	calibration_residual_mse	fit_rows	calibration_rows
0	0.1	-0.0001760882054977278	0.0	-0.0015360916507103362	0.012858582643998417	0.6742933804713807	-0.0001760882054977278	0.0	0.0018551067450064372	0.004957817931246479	54	18
1	0.1	-7.620320786639809e-05	0.0	-0.00015768135172389286	0.016109292803994535	0.8300251670427204	-7.620320786639809e-05	0.0	0.0019911804172273	0.004937049775398017	54	18
2	0.1	-0.0001346817986987367	0.0	-0.0007982112077087322	0.00741338853672957	0.7311496418010985	-0.0001346817986987367	0.0	0.0017609479951521767	0.007013880674968382	54	18
3	0.1	-0.00021223969442222407	-0.05555555555555558	-0.00046075312000454227	0.013106566207980563	0.6782188275529617	-0.00021223969442222407	0.0	0.0016524573189840455	0.007163687752666687	54	18
