seed	blend_alpha	gate_status	cv_lcb_transition_gap_vs_raw	cv_lcb_delta_cosine_gap_vs_raw	cv_lcb_recall_gap_vs_raw	mean_transition_gap_vs_raw	mean_delta_cosine_gap_vs_raw	mean_recall_gap_vs_raw	train_raw_transition_improvement	train_raw_delta_cosine	train_raw_recall_at_1	train_raw_delta_rank	train_calibrated_transition_improvement	train_calibrated_delta_cosine	train_calibrated_recall_at_1	train_calibrated_delta_rank	train_calibrated_magnitude_ratio
37	0.0	JEPA_GATE_ABSTAIN_USE_RAW	0.0	0.0	0.0	0.0	0.0	0.0	0.8943290110557542	0.9851257166403712	1.0	17.931137675378988	0.8943290110557542	0.9851257166403712	1.0	17.931137675378988	0.8455806664743052
38	0.0	JEPA_GATE_ABSTAIN_USE_RAW	0.0	0.0	0.0	0.0	0.0	0.0	0.8942756136898405	0.9843632570242865	1.0	17.958558558195943	0.8942756136898405	0.9843632570242865	1.0	17.958558558195943	0.8569766824964542
39	0.0	JEPA_GATE_ABSTAIN_USE_RAW	0.0	0.0	0.0	0.0	0.0	0.0	0.8946685725516976	0.9838021171559462	1.0	17.775032711161575	0.8946685725516976	0.9838021171559462	1.0	17.775032711161575	0.8622478886567471
